playerID,year,contractSalary,contractCreateDate,contractExpireDate,year_signed,contract_years
00-0037301,2027,3.105,2025-03-01,2028-03-01,2025,3
00-0036354,2021,0.842623,2020-03-01,2024-03-01,2020,4
00-0037638,2023,0.856,2022-03-01,2025-03-01,2022,3
00-0036491,2026,0.9225,2025-03-01,2027-03-01,2025,2
00-0032730,2018,0.5175,2017-03-01,2019-03-01,2017,2
00-0027551,2016,1.6,2016-03-01,2017-03-01,2016,1
00-0032436,2017,0.613135,2016-03-01,2020-03-01,2016,4
00-0032870,2017,0.51,2017-03-01,2019-03-01,2017,2
00-0022034,2012,0.89,2012-03-01,2013-03-01,2012,1
00-0039349,2024,1.466448,2024-03-01,2028-03-01,2024,4
00-0034333,2024,22.5,2023-03-01,2027-03-01,2023,4
00-0021154,2012,2.75,2011-03-01,2014-03-01,2011,3
00-0030703,2017,0.51,2017-03-01,2019-03-01,2017,2
00-0036651,2022,0.913735,2021-03-01,2025-03-01,2021,4
00-0035457,2023,1.0675,2023-03-01,2025-03-01,2023,2
00-0040177,2025,1.159921,2025-03-01,2029-03-01,2025,4
00-0035189,2022,0.8375,2021-03-01,2023-03-01,2021,2
00-0034829,2022,10.931,2022-03-01,2023-03-01,2022,1
00-0036196,2020,0.998593,2020-03-01,2024-03-01,2020,4
00-0021998,2014,3.5,2012-03-01,2015-03-01,2012,3
00-0029248,2019,12.359059,2015-03-01,2020-03-01,2015,5
00-0035760,2021,0.66,2021-03-01,2022-03-01,2021,1
00-0023727,2010,0.62,2009-03-01,2011-03-01,2009,2
00-0038477,2025,0.905,2023-03-01,2026-03-01,2023,3
00-0036683,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0033446,2020,0.675,2020-03-01,2021-03-01,2020,1
00-0039853,2025,1.209149,2024-03-01,2028-03-01,2024,4
00-0027942,2016,15.0,2015-03-01,2019-03-01,2015,4
00-0020466,2004,1.3586,2001-03-01,2006-03-01,2001,5
00-0030114,2014,0.555064,2013-03-01,2017-03-01,2013,4
00-0037609,2024,0.855,2022-03-01,2025-03-01,2022,3
00-0036428,2021,0.883194,2020-03-01,2024-03-01,2020,4
00-0027872,2014,2.62,2010-03-01,2015-03-01,2010,5
00-0032244,2015,0.812744,2015-03-01,2019-03-01,2015,4
00-0032157,2016,0.495,2016-03-01,2018-03-01,2016,2
00-0030090,2022,9.625,2021-03-01,2023-03-01,2021,2
00-0033445,2017,0.5575,2017-03-01,2020-03-01,2017,3
00-0027857,2012,10.0,2010-03-01,2016-03-01,2010,6
00-0031534,2025,1.255,2025-03-01,2026-03-01,2025,1
00-0034400,2021,0.252,2021-03-01,2022-03-01,2021,1
00-0024348,2009,0.45075,2006-03-01,2010-03-01,2006,4
00-0036774,2022,0.808333,2021-03-01,2024-03-01,2021,3
00-0039858,2025,1.213623,2024-03-01,2028-03-01,2024,4
00-0029529,2013,0.633023,2012-03-01,2016-03-01,2012,4
00-0032635,2018,0.675,2018-03-01,2020-03-01,2018,2
00-0022539,2013,7.160714,2008-03-01,2015-03-01,2008,7
00-0021149,2005,1.517224,2002-03-01,2008-03-01,2002,6
00-0035567,2021,0.9575,2021-03-01,2023-03-01,2021,2
00-0040630,2025,0.992333,2025-03-01,2028-03-01,2025,3
00-0027686,2016,3.0,2015-03-01,2018-03-01,2015,3
00-0027187,2015,1.0,2015-03-01,2019-03-01,2015,4
00-0036390,2024,1.055,2024-03-01,2025-03-01,2024,1
00-0039178,2023,0.898333,2023-03-01,2026-03-01,2023,3
00-0029553,2012,0.536474,2012-03-01,2016-03-01,2012,4
00-0030069,2013,0.700063,2013-03-01,2017-03-01,2013,4
00-0029738,2014,0.495,2013-03-01,2016-03-01,2013,3
00-0038634,2023,0.985175,2023-03-01,2027-03-01,2023,4
00-0030444,2014,0.465,2014-03-01,2016-03-01,2014,2
00-0027416,2013,2.20575,2012-03-01,2016-03-01,2012,4
00-0023438,2010,6.105,2010-03-01,2011-03-01,2010,1
00-0026942,2016,3.34,2014-03-01,2017-03-01,2014,3
00-0031128,2015,0.512667,2014-03-01,2017-03-01,2014,3
00-0029290,2014,0.54,2014-03-01,2016-03-01,2014,2
00-0030985,2016,0.555,2015-03-01,2017-03-01,2015,2
00-0033858,2022,12.5,2021-03-01,2025-03-01,2021,4
00-0040208,2028,1.107714,2025-03-01,2029-03-01,2025,4
00-0035531,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0024262,2013,5.5,2011-03-01,2016-03-01,2011,5
00-0026267,2014,1.7,2014-03-01,2015-03-01,2014,1
00-0033120,2025,21.333333,2024-03-01,2027-03-01,2024,3
00-0026618,2017,9.833333,2016-03-01,2019-03-01,2016,3
00-0034881,2020,0.57,2018-03-01,2021-03-01,2018,3
00-0029812,2,0.497,,0003-03-01,0,3
00-0038762,2026,0.9225,2025-03-01,2027-03-01,2025,2
00-0035589,2020,0.808413,2019-03-01,2023-03-01,2019,4
00-0034385,2025,0.315,2025-03-01,2026-03-01,2025,1
00-0035450,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0033667,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0034253,2021,1.12,2021-03-01,2022-03-01,2021,1
00-0026903,2011,0.555,2009-03-01,2012-03-01,2009,3
00-0030517,2016,0.55215,2013-03-01,2017-03-01,2013,4
00-0036372,2022,1.006067,2020-03-01,2024-03-01,2020,4
00-0036539,2021,0.811667,2021-03-01,2024-03-01,2021,3
00-0039448,2024,0.943833,2024-03-01,2027-03-01,2024,3
00-0037346,2025,0.84,2025-03-01,2026-03-01,2025,1
00-0034378,2019,0.770218,2018-03-01,2022-03-01,2018,4
00-0022707,2010,2.1,2008-03-01,2013-03-01,2008,5
00-0026145,2008,0.649,2008-03-01,2013-03-01,2008,5
00-0039714,2026,0.946667,2024-03-01,2027-03-01,2024,3
00-0033587,2019,0.615,2019-03-01,2021-03-01,2019,2
00-0035218,2020,0.680823,2019-03-01,2023-03-01,2019,4
00-0036575,2024,0.898034,2021-03-01,2025-03-01,2021,4
00-0036284,2020,4.611512,2020-03-01,2024-03-01,2020,4
00-0025473,2011,6.4,2011-03-01,2016-03-01,2011,5
00-0038852,2025,1.0875,2025-03-01,2027-03-01,2025,2
00-0029963,2014,0.42,2014-03-01,2015-03-01,2014,1
00-0029685,2020,3.5,2020-03-01,2023-03-01,2020,3
00-0040124,2027,6.982598,2025-03-01,2029-03-01,2025,4
00-0032198,2018,0.66,2017-03-01,2019-03-01,2017,2
00-0035323,2021,0.588333,2019-03-01,2022-03-01,2019,3
00-0035665,2023,1.5,2023-03-01,2024-03-01,2023,1
00-0039835,2027,1.214753,2024-03-01,2028-03-01,2024,4
00-0030821,2020,3.5,2019-03-01,2021-03-01,2019,2
00-0024218,2011,4.0,2011-03-01,2012-03-01,2011,1
00-0033858,2024,4.2,2024-03-01,2025-03-01,2024,1
00-0028308,0,0.42,,0001-03-01,0,1
00-0040332,2026,0.989333,2025-03-01,2028-03-01,2025,3
00-0032462,2017,0.545,2016-03-01,2019-03-01,2016,3
00-0030771,2014,0.51,2014-03-01,2017-03-01,2014,3
00-0027855,2012,12.0,2010-03-01,2015-03-01,2010,5
00-0037204,2022,0.863333,2022-03-01,2025-03-01,2022,3
00-0034943,2020,0.555,2020-03-01,2022-03-01,2020,2
00-0039906,2025,2.439498,2024-03-01,2028-03-01,2024,4
00-0030750,2018,0.6225,2017-03-01,2019-03-01,2017,2
00-0031387,2018,6.5,2018-03-01,2020-03-01,2018,2
00-0033119,2025,6.25,2025-03-01,2027-03-01,2025,2
00-0023405,2006,0.275,2006-03-01,2007-03-01,2006,1
00-0023449,2018,7.0,2016-03-01,2019-03-01,2016,3
00-0037203,2023,0.861667,2022-03-01,2025-03-01,2022,3
00-0029849,2,0.51,,0003-03-01,0,3
00-0033699,2022,6.125,2020-03-01,2024-03-01,2020,4
00-0032167,2018,0.63,2018-03-01,2019-03-01,2018,1
00-0034510,2022,1.0225,2022-03-01,2024-03-01,2022,2
00-0031771,0,0.525,,0003-03-01,0,3
00-0024429,2014,10.0,2012-03-01,2017-03-01,2012,5
00-0031315,2015,0.58145,2014-03-01,2018-03-01,2014,4
00-0037270,2022,0.994722,2022-03-01,2026-03-01,2022,4
00-0029585,2019,3.1945,2016-03-01,2021-03-01,2016,5
00-0027966,2021,2.5,2021-03-01,2022-03-01,2021,1
00-0027972,2011,1.314788,2011-03-01,2015-03-01,2011,4
00-0031373,2023,0.3708,2023-03-01,2024-03-01,2023,1
00-0029269,2018,6.0,2016-03-01,2020-03-01,2016,4
00-0034496,2020,0.615,2019-03-01,2021-03-01,2019,2
00-0030382,2021,1.2125,2021-03-01,2022-03-01,2021,1
00-0006101,1999,1.32,1997-03-01,2002-03-01,1997,5
00-0032655,2022,12.333333,2021-03-01,2024-03-01,2021,3
00-0027963,2020,5.25,2019-03-01,2023-03-01,2019,4
00-0029543,2012,0.700781,2012-03-01,2016-03-01,2012,4
00-0031999,2020,1.0475,2020-03-01,2021-03-01,2020,1
00-0039749,2024,1.050638,2024-03-01,2028-03-01,2024,4
00-0033878,2017,2.820753,2017-03-01,2021-03-01,2017,4
00-0036984,2022,1.218234,2021-03-01,2025-03-01,2021,4
00-0040476,2027,0.994167,2025-03-01,2028-03-01,2025,3
00-0035797,2022,0.765,2020-03-01,2023-03-01,2020,3
00-0021344,2014,1.5,2014-03-01,2016-03-01,2014,2
00-0033057,2024,15.0,2022-03-01,2026-03-01,2022,4
00-0032410,2022,1.035,2022-03-01,2023-03-01,2022,1
00-0025423,2009,1.0825,2007-03-01,2011-03-01,2007,4
00-0036575,2022,0.898034,2021-03-01,2025-03-01,2021,4
00-0035136,2019,0.585,2019-03-01,2022-03-01,2019,3
00-0036442,2020,9.047534,2020-03-01,2024-03-01,2020,4
00-0031018,2017,0.66,2017-03-01,2019-03-01,2017,2
00-0031067,2016,0.6,2016-03-01,2017-03-01,2016,1
00-0028069,2015,6.125,2015-03-01,2019-03-01,2015,4
00-0030590,2019,0.895,2019-03-01,2020-03-01,2019,1
00-0036384,2023,0.847537,2020-03-01,2024-03-01,2020,4
00-0032575,2021,0.99,2021-03-01,2022-03-01,2021,1
00-0029892,2017,5.25,2017-03-01,2021-03-01,2017,4
00-0030284,2016,0.582215,2013-03-01,2017-03-01,2013,4
00-0029141,2012,0.555775,2012-03-01,2016-03-01,2012,4
00-0029145,2015,0.541287,2012-03-01,2016-03-01,2012,4
00-0036872,2023,0.8925,2023-03-01,2025-03-01,2023,2
00-0037392,2023,0.858333,2022-03-01,2025-03-01,2022,3
00-0029630,2014,2.3805,2012-03-01,2017-03-01,2012,5
00-0034193,2019,0.571667,2018-03-01,2021-03-01,2018,3
00-0033189,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0029296,2013,0.553363,2012-03-01,2016-03-01,2012,4
00-0036988,2025,10.0,2025-03-01,2028-03-01,2025,3
00-0040500,2025,0.991667,2025-03-01,2028-03-01,2025,3
00-0027696,2020,10.0,2018-03-01,2021-03-01,2018,3
00-0031080,2014,0.580788,2014-03-01,2018-03-01,2014,4
00-0035656,2022,0.918295,2019-03-01,2023-03-01,2019,4
00-0035439,2020,0.556,2020-03-01,2022-03-01,2020,2
00-0035535,2024,6.0,2023-03-01,2025-03-01,2023,2
00-0026343,2016,0.8775,2015-03-01,2017-03-01,2015,2
00-0029284,2014,0.600146,2012-03-01,2016-03-01,2012,4
00-0028237,2013,0.3975,2012-03-01,2014-03-01,2012,2
00-0031236,2020,16.2,2018-03-01,2023-03-01,2018,5
00-0032851,2019,0.136,2019-03-01,2020-03-01,2019,1
00-0027109,2015,4.0,2013-03-01,2016-03-01,2013,3
00-0022927,2016,2.0,2016-03-01,2017-03-01,2016,1
00-0033469,2021,1.5,2021-03-01,2022-03-01,2021,1
00-0040330,2027,0.995,2025-03-01,2028-03-01,2025,3
00-0038648,2024,0.979446,2023-03-01,2027-03-01,2023,4
00-0033332,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0031171,2016,0.751438,2015-03-01,2019-03-01,2015,4
00-0027001,2011,2.04,2009-03-01,2014-03-01,2009,5
00-0036839,2023,0.9275,2023-03-01,2025-03-01,2023,2
00-0035927,2021,0.7625,2020-03-01,2023-03-01,2020,3
00-0027835,2019,5.45,2018-03-01,2021-03-01,2018,3
00-0026294,2012,3.216667,2012-03-01,2015-03-01,2012,3
00-0034255,2021,0.63,2020-03-01,2022-03-01,2020,2
00-0025415,2015,7.441667,2014-03-01,2020-03-01,2014,6
00-0030968,2019,0.805,2019-03-01,2020-03-01,2019,1
00-0031262,2016,0.645,2014-03-01,2018-03-01,2014,4
00-0032426,2020,0.217587,2020-03-01,2021-03-01,2020,1
00-0026498,2023,40.0,2022-03-01,2026-03-01,2022,4
00-0032983,2018,0.545833,2016-03-01,2019-03-01,2016,3
00-0035802,2021,0.77,2020-03-01,2023-03-01,2020,3
00-0033292,2017,0.650487,2017-03-01,2021-03-01,2017,4
00-0039430,2024,1.027373,2024-03-01,2028-03-01,2024,4
00-0033261,2020,0.555,2020-03-01,2022-03-01,2020,2
00-0031380,2019,4.5,2019-03-01,2020-03-01,2019,1
00-0034437,2025,4.0,2025-03-01,2029-03-01,2025,4
00-0034367,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0032726,2021,4.4125,2020-03-01,2024-03-01,2020,4
00-0031999,2019,0.72,2019-03-01,2020-03-01,2019,1
00-0036030,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0036576,2022,0.897811,2021-03-01,2025-03-01,2021,4
00-0032407,2021,6.2,2020-03-01,2023-03-01,2020,3
00-0039831,2025,1.039597,2024-03-01,2028-03-01,2024,4
00-0033323,2018,0.1292,2018-03-01,2019-03-01,2018,1
00-0031381,2017,14.5,2017-03-01,2021-03-01,2017,4
00-0025392,2014,6.0,2012-03-01,2017-03-01,2012,5
00-0026199,2,1.6,,0003-03-01,0,3
00-0032685,2018,0.54,2016-03-01,2019-03-01,2016,3
00-0032529,2018,0.525,2018-03-01,2020-03-01,2018,2
00-0028986,2023,3.125,2023-03-01,2025-03-01,2023,2
00-0034320,2020,0.76755,2018-03-01,2022-03-01,2018,4
00-0023016,2009,1.5,2009-03-01,2012-03-01,2009,3
00-0033765,2021,0.99,2021-03-01,2022-03-01,2021,1
00-0029284,2015,0.600146,2012-03-01,2016-03-01,2012,4
00-0032050,2017,0.475,2015-03-01,2018-03-01,2015,3
00-0033923,2020,6.0,2020-03-01,2022-03-01,2020,2
00-0032385,2022,10.25,2019-03-01,2023-03-01,2019,4
00-0035889,2021,0.764167,2020-03-01,2023-03-01,2020,3
00-0033414,2017,0.558333,2017-03-01,2020-03-01,2017,3
00-0029067,1,0.45,,0002-03-01,0,2
00-0032956,2020,1.9,2019-03-01,2022-03-01,2019,3
00-0036557,2023,0.950759,2021-03-01,2025-03-01,2021,4
00-0031015,2018,0.88,2018-03-01,2019-03-01,2018,1
00-0036587,2022,0.8825,2022-03-01,2024-03-01,2022,2
00-0027708,2017,1.75,2015-03-01,2019-03-01,2015,4
00-0025828,2012,2.5,2012-03-01,2014-03-01,2012,2
00-0034038,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0031056,2016,0.495,2016-03-01,2018-03-01,2016,2
00-0031055,2016,0.6684,2014-03-01,2018-03-01,2014,4
00-0039552,2025,0.84,2025-03-01,2026-03-01,2025,1
00-0032774,2016,0.716554,2016-03-01,2020-03-01,2016,4
00-0033185,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0036290,2024,12.5,2023-03-01,2027-03-01,2023,4
00-0029665,2019,2.0,2019-03-01,2021-03-01,2019,2
00-0038648,2025,0.979446,2023-03-01,2027-03-01,2023,4
00-0031076,2020,0.91,2020-03-01,2021-03-01,2020,1
00-0033102,2019,1.013142,2016-03-01,2020-03-01,2016,4
00-0031280,2014,1.342951,2014-03-01,2018-03-01,2014,4
00-0032902,2016,0.541667,2016-03-01,2019-03-01,2016,3
00-0039737,2024,1.447478,2024-03-01,2028-03-01,2024,4
00-0040651,2027,1.084736,2025-03-01,2029-03-01,2025,4
00-0030068,2022,1.2725,2022-03-01,2023-03-01,2022,1
00-0035407,2019,0.585666,2019-03-01,2022-03-01,2019,3
00-0027495,2014,0.73,2014-03-01,2015-03-01,2014,1
00-0033550,2022,0.9075,2021-03-01,2023-03-01,2021,2
00-0030850,2019,0.805,2019-03-01,2020-03-01,2019,1
00-0022735,2014,9.5,2010-03-01,2016-03-01,2010,6
00-0032661,2018,0.585,2017-03-01,2019-03-01,2017,2
00-0036992,2026,6.25,2025-03-01,2028-03-01,2025,3
00-0019538,2010,2.5,2009-03-01,2012-03-01,2009,3
00-0031095,2022,12.5,2021-03-01,2024-03-01,2021,3
00-0037290,2023,0.961168,2022-03-01,2026-03-01,2022,4
00-0036920,2024,1.055,2024-03-01,2025-03-01,2024,1
00-0035586,2020,0.585333,2019-03-01,2022-03-01,2019,3
00-0033535,2019,0.645,2019-03-01,2020-03-01,2019,1
00-0034794,2022,4.4,2021-03-01,2026-03-01,2021,5
00-0033072,2020,10.0,2020-03-01,2021-03-01,2020,1
00-0032164,2025,14.5,2024-03-01,2027-03-01,2024,3
00-0037207,2024,0.915,2024-03-01,2025-03-01,2024,1
00-0031388,2022,22.5,2018-03-01,2024-03-01,2018,6
00-0034401,2020,0.7625,2020-03-01,2022-03-01,2020,2
00-0033471,2017,0.619578,2017-03-01,2021-03-01,2017,4
00-0032130,2018,0.704429,2015-03-01,2019-03-01,2015,4
00-0032838,2018,0.51,2017-03-01,2019-03-01,2017,2
00-0031076,2014,0.583556,2014-03-01,2018-03-01,2014,4
00-0022120,2014,2.375,2014-03-01,2016-03-01,2014,2
00-0029263,2026,49.0,2022-03-01,2027-03-01,2022,5
00-0030147,2016,1.671,2016-03-01,2017-03-01,2016,1
00-0036363,2024,1.79,2024-03-01,2025-03-01,2024,1
00-0022059,2004,0.345583,2003-03-01,2006-03-01,2003,3
00-0026157,2011,2.455,2008-03-01,2013-03-01,2008,5
00-0034088,2018,0.570833,2018-03-01,2021-03-01,2018,3
00-0036110,2021,0.765,2020-03-01,2023-03-01,2020,3
00-0031085,2017,0.57467,2014-03-01,2018-03-01,2014,4
00-0035979,2022,0.8825,2022-03-01,2024-03-01,2022,2
00-0031832,2019,0.495,2019-03-01,2020-03-01,2019,1
00-0033633,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0026252,2016,6.0,2014-03-01,2019-03-01,2014,5
00-0032163,2,0.527,,0003-03-01,0,3
00-0028041,2017,0.855,2017-03-01,2018-03-01,2017,1
00-0032778,2019,0.653721,2016-03-01,2020-03-01,2016,4
00-0028924,2023,2.9,2023-03-01,2024-03-01,2023,1
00-0033390,2019,0.54,2019-03-01,2021-03-01,2019,2
00-0028109,2012,0.538947,2011-03-01,2015-03-01,2011,4
00-0038593,2025,1.039115,2023-03-01,2027-03-01,2023,4
00-0033307,2025,1.765,2025-03-01,2026-03-01,2025,1
00-0022707,2009,2.1,2008-03-01,2013-03-01,2008,5
00-0026300,2022,1.22,2022-03-01,2023-03-01,2022,1
00-0031712,2016,0.527667,2015-03-01,2018-03-01,2015,3
00-0034860,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0033867,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0031599,2019,0.895,2019-03-01,2020-03-01,2019,1
00-0023459,2011,12.704,2008-03-01,2013-03-01,2008,5
00-0035975,2021,0.765,2020-03-01,2023-03-01,2020,3
00-0039915,2026,2.498797,2024-03-01,2028-03-01,2024,4
00-0032940,2020,1.0475,2020-03-01,2021-03-01,2020,1
00-0031242,2019,4.15,2019-03-01,2022-03-01,2019,3
00-0036991,2022,1.224976,2021-03-01,2025-03-01,2021,4
00-0034628,2020,0.555,2020-03-01,2022-03-01,2020,2
00-0033869,2022,7.4125,2022-03-01,2024-03-01,2022,2
00-0027977,2011,1.231689,2011-03-01,2015-03-01,2011,4
00-0031161,2016,0.5325,2016-03-01,2018-03-01,2016,2
00-0036752,2024,0.985,2024-03-01,2025-03-01,2024,1
00-0032951,2018,2.483745,2016-03-01,2020-03-01,2016,4
00-0026991,2018,8.75,2013-03-01,2019-03-01,2013,6
00-0034277,2018,0.65445,2018-03-01,2022-03-01,2018,4
00-0031119,2016,0.525,2016-03-01,2017-03-01,2016,1
00-0040140,2026,1.605294,2025-03-01,2029-03-01,2025,4
00-0036480,2021,1.544383,2021-03-01,2025-03-01,2021,4
00-0031624,2021,0.92,2021-03-01,2022-03-01,2021,1
00-0031392,2014,0.687004,2014-03-01,2018-03-01,2014,4
00-0031433,2022,7.0,2019-03-01,2023-03-01,2019,4
00-0028106,2012,0.540775,2011-03-01,2015-03-01,2011,4
00-0030533,2016,0.675,2016-03-01,2017-03-01,2016,1
00-0031025,2014,0.571875,2014-03-01,2018-03-01,2014,4
00-0032592,2021,0.99,2021-03-01,2022-03-01,2021,1
00-0030516,2018,1.3,2018-03-01,2020-03-01,2018,2
00-0034168,2021,0.634336,2018-03-01,2022-03-01,2018,4
00-0040152,2028,1.540296,2025-03-01,2029-03-01,2025,4
00-0022120,2009,7.0,2008-03-01,2014-03-01,2008,6
00-0034145,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0038409,2025,0.8775,2024-03-01,2026-03-01,2024,2
00-0037052,2021,0.763333,2020-03-01,2023-03-01,2020,3
00-0029314,2016,0.63,2015-03-01,2017-03-01,2015,2
00-0040587,2025,1.138769,2025-03-01,2029-03-01,2025,4
00-0031420,2020,0.54,2019-03-01,2021-03-01,2019,2
00-0034772,2021,0.794464,2018-03-01,2022-03-01,2018,4
00-0035292,2019,0.672593,2019-03-01,2023-03-01,2019,4
00-0034348,2024,13.75,2024-03-01,2026-03-01,2024,2
00-0034107,2018,0.525,2018-03-01,2020-03-01,2018,2
00-0037396,2024,0.856667,2022-03-01,2025-03-01,2022,3
00-0027001,2012,2.04,2009-03-01,2014-03-01,2009,5
00-0038839,2023,0.903333,2023-03-01,2026-03-01,2023,3
00-0033021,2020,0.1428,2020-03-01,2021-03-01,2020,1
00-0031397,2017,0.66,2017-03-01,2019-03-01,2017,2
00-0030486,2013,0.656064,2013-03-01,2017-03-01,2013,4
00-0033079,2017,0.726962,2016-03-01,2020-03-01,2016,4
00-0009889,2011,6.357143,2009-03-01,2016-03-01,2009,7
00-0037464,2022,0.855333,2022-03-01,2025-03-01,2022,3
00-0029409,2018,7.25,2015-03-01,2019-03-01,2015,4
00-0039409,2025,1.039597,2024-03-01,2028-03-01,2024,4
00-0022397,1,1.875,,0002-03-01,0,2
00-0027055,2009,0.63,2009-03-01,2013-03-01,2009,4
00-0027929,2012,0.39,2012-03-01,2013-03-01,2012,1
00-0025820,2015,8.5,2013-03-01,2017-03-01,2013,4
00-0032641,2019,0.645,2019-03-01,2020-03-01,2019,1
00-0026152,2016,8.0,2016-03-01,2018-03-01,2016,2
00-0028249,2017,0.815,2017-03-01,2018-03-01,2017,1
00-0033673,2020,0.54,2019-03-01,2021-03-01,2019,2
00-0039008,2024,1.326021,2023-03-01,2027-03-01,2023,4
00-0028150,2012,0.0969,2012-03-01,2013-03-01,2012,1
00-0030564,2018,16.2,2017-03-01,2022-03-01,2017,5
00-0034438,2019,0.54,2019-03-01,2021-03-01,2019,2
00-0031245,2017,0.566474,2014-03-01,2018-03-01,2014,4
00-0029058,2016,0.525,2016-03-01,2017-03-01,2016,1
00-0034336,2022,0.965,2022-03-01,2023-03-01,2022,1
00-0028080,2013,0.558613,2011-03-01,2015-03-01,2011,4
00-0039151,2025,3.851892,2023-03-01,2027-03-01,2023,4
00-0034802,2021,0.695,2020-03-01,2022-03-01,2020,2
00-0030238,1,0.555,,0002-03-01,0,2
00-0026561,2020,4.125,2019-03-01,2021-03-01,2019,2
00-0029567,2012,0.69213,2012-03-01,2016-03-01,2012,4
00-0035670,2021,0.85,2021-03-01,2022-03-01,2021,1
00-0034091,2025,1.255,2025-03-01,2026-03-01,2025,1
00-0035757,2021,0.6,2020-03-01,2023-03-01,2020,3
00-0034162,2025,3.0,2025-03-01,2027-03-01,2025,2
00-0033420,2019,0.645,2019-03-01,2020-03-01,2019,1
00-0031579,2018,0.682563,2015-03-01,2019-03-01,2015,4
00-0032053,2015,5.30391,2015-03-01,2019-03-01,2015,4
00-0032934,2020,1.0,2020-03-01,2021-03-01,2020,1
00-0022805,2010,4.01,2008-03-01,2013-03-01,2008,5
00-0039269,2026,0.946,2024-03-01,2027-03-01,2024,3
00-0022781,2009,4.5,2008-03-01,2012-03-01,2008,4
00-0036114,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0033397,2018,0.555,2017-03-01,2020-03-01,2017,3
00-0032094,2019,0.72,2019-03-01,2020-03-01,2019,1
00-0036881,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0027737,2011,0.497993,2010-03-01,2014-03-01,2010,4
00-0000741,2003,3.125,2001-03-01,2007-03-01,2001,6
00-0034145,2023,1.0675,2023-03-01,2025-03-01,2023,2
00-0038933,2026,3.35676,2023-03-01,2027-03-01,2023,4
00-0029415,2017,0.855,2017-03-01,2018-03-01,2017,1
00-0040425,2027,0.998333,2025-03-01,2028-03-01,2025,3
00-0034797,2022,12.5,2021-03-01,2024-03-01,2021,3
00-0037247,2025,1.688047,2022-03-01,2026-03-01,2022,4
00-0027044,2015,5.0,2015-03-01,2019-03-01,2015,4
00-0032569,2023,4.05,2019-03-01,2024-03-01,2019,5
00-0038348,2024,0.8775,2024-03-01,2026-03-01,2024,2
00-0025942,2017,0.9,2017-03-01,2018-03-01,2017,1
00-0039337,2025,7.301938,2024-03-01,2028-03-01,2024,4
00-0026625,2023,2.25,2023-03-01,2025-03-01,2023,2
00-0034828,2025,14.5,2025-03-01,2028-03-01,2025,3
00-0035717,2021,8.387967,2019-03-01,2023-03-01,2019,4
00-0033920,2022,1.05,2021-03-01,2023-03-01,2021,2
00-0040756,2027,4.742319,2025-03-01,2029-03-01,2025,4
00-0030232,2,0.495833,,0003-03-01,0,3
00-0031264,2020,4.0,2018-03-01,2021-03-01,2018,3
00-0036137,2021,0.763333,2020-03-01,2023-03-01,2020,3
00-0030132,2017,2.0,2017-03-01,2019-03-01,2017,2
00-0033066,2016,0.718961,2016-03-01,2020-03-01,2016,4
00-0033222,2020,0.835,2020-03-01,2022-03-01,2020,2
00-0029277,2017,5.0,2016-03-01,2018-03-01,2016,2
00-0022785,2007,1.85,2007-03-01,2008-03-01,2007,1
00-0036947,2022,1.302003,2021-03-01,2025-03-01,2021,4
00-0032508,2018,0.17,2018-03-01,2019-03-01,2018,1
00-0037749,2023,0.87,2023-03-01,2024-03-01,2023,1
00-0036294,2024,9.0,2023-03-01,2027-03-01,2023,4
00-0033877,2018,3.150027,2017-03-01,2021-03-01,2017,4
00-0023846,2007,0.3275,2007-03-01,2009-03-01,2007,2
00-0039925,2024,3.84289,2024-03-01,2028-03-01,2024,4
00-0034413,2023,15.0,2022-03-01,2025-03-01,2022,3
00-0032141,2023,1.7,2023-03-01,2024-03-01,2023,1
00-0025551,2007,0.455975,2007-03-01,2011-03-01,2007,4
00-0037242,2022,3.422703,2022-03-01,2026-03-01,2022,4
00-0027125,2013,0.63,2013-03-01,2014-03-01,2013,1
00-0009889,1998,0.961,1996-03-01,2001-03-01,1996,5
00-0028130,2016,2.9,2014-03-01,2019-03-01,2014,5
00-0038614,2026,1.003073,2023-03-01,2027-03-01,2023,4
00-0036013,2020,0.766667,2020-03-01,2023-03-01,2020,3
00-0035329,2022,0.895,2022-03-01,2023-03-01,2022,1
00-0025394,2013,14.213333,2011-03-01,2017-03-01,2011,6
00-0027996,2011,0.847308,2011-03-01,2015-03-01,2011,4
00-0039135,2024,0.9725,2024-03-01,2026-03-01,2024,2
00-0037167,2023,0.8325,2023-03-01,2025-03-01,2023,2
