playerID,year,contractSalary,contractCreateDate,contractExpireDate,year_signed,contract_years
00-0030649,2018,0.88,2018-03-01,2019-03-01,2018,1
00-0032797,2017,0.614991,2016-03-01,2020-03-01,2016,4
00-0034289,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0040181,2025,1.154596,2025-03-01,2029-03-01,2025,4
00-0031622,2025,1.255,2025-03-01,2026-03-01,2025,1
00-0022127,2006,0.78825,2003-03-01,2007-03-01,2003,4
00-0026190,2010,0.869875,2008-03-01,2012-03-01,2008,4
00-0030385,2016,0.645027,2013-03-01,2017-03-01,2013,4
00-0034743,2023,1.08,2023-03-01,2024-03-01,2023,1
00-0036642,2023,0.94013,2021-03-01,2025-03-01,2021,4
00-0028175,2013,0.4725,2012-03-01,2014-03-01,2012,2
00-0032094,2020,0.97,2020-03-01,2021-03-01,2020,1
00-0040563,2026,0.996667,2025-03-01,2028-03-01,2025,3
00-0007611,2003,4.14,2003-03-01,2008-03-01,2003,5
00-0038572,2025,1.141877,2023-03-01,2027-03-01,2023,4
00-0033752,2018,0.555,2017-03-01,2020-03-01,2017,3
00-0037414,2022,0.858333,2022-03-01,2025-03-01,2022,3
00-0030092,2019,1.7,2019-03-01,2020-03-01,2019,1
00-0029688,2015,3.493201,2012-03-01,2017-03-01,2012,5
00-0028002,2011,0.802355,2011-03-01,2015-03-01,2011,4
00-0039589,2024,0.946667,2024-03-01,2027-03-01,2024,3
00-0033271,2018,0.557,2017-03-01,2020-03-01,2017,3
00-0022077,2012,12.0,2011-03-01,2016-03-01,2011,5
00-0038400,2026,1.00663,2023-03-01,2027-03-01,2023,4
00-0032136,2017,0.1224,2017-03-01,2018-03-01,2017,1
00-0024256,2011,1.25,2011-03-01,2012-03-01,2011,1
00-0030442,2014,0.636413,2013-03-01,2017-03-01,2013,4
00-0027943,2023,7.0,2023-03-01,2025-03-01,2023,2
00-0035155,2020,0.695,2020-03-01,2022-03-01,2020,2
00-0034675,2021,1.236954,2018-03-01,2022-03-01,2018,4
00-0032065,2023,2.883333,2023-03-01,2026-03-01,2023,3
00-0035307,2020,0.654473,2019-03-01,2023-03-01,2019,4
00-0031101,2019,4.0,2019-03-01,2020-03-01,2019,1
00-0026625,2019,4.0,2019-03-01,2022-03-01,2019,3
00-0032611,2016,0.541,2016-03-01,2019-03-01,2016,3
00-0033995,2019,0.54,2019-03-01,2021-03-01,2019,2
00-0037828,2024,1.261226,2022-03-01,2026-03-01,2022,4
00-0040247,2027,1.075418,2025-03-01,2029-03-01,2025,4
00-0035684,2022,0.965,2022-03-01,2023-03-01,2022,1
00-0033876,2024,2.0,2024-03-01,2025-03-01,2024,1
00-0034266,2022,1.2789,2022-03-01,2023-03-01,2022,1
00-0035336,2020,0.588333,2019-03-01,2022-03-01,2019,3
00-0034398,2021,0.835,2020-03-01,2022-03-01,2020,2
00-0032838,2017,0.51,2017-03-01,2019-03-01,2017,2
00-0018227,2012,9.73,2010-03-01,2015-03-01,2010,5
00-0033065,2019,0.785683,2016-03-01,2020-03-01,2016,4
00-0033453,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0025489,2015,5.6,2013-03-01,2017-03-01,2013,4
00-0027737,2010,0.497993,2010-03-01,2014-03-01,2010,4
00-0029822,2017,0.6,2016-03-01,2018-03-01,2016,2
00-0035549,2021,0.9175,2021-03-01,2023-03-01,2021,2
00-0034281,2021,0.644602,2018-03-01,2022-03-01,2018,4
00-0027955,2019,15.5,2018-03-01,2022-03-01,2018,4
00-0039317,2025,0.956667,2024-03-01,2027-03-01,2024,3
00-0027949,2022,14.0,2021-03-01,2023-03-01,2021,2
00-0037312,2023,0.8325,2023-03-01,2025-03-01,2023,2
00-0031936,2016,1.168271,2015-03-01,2019-03-01,2015,4
00-0029275,2014,0.637725,2012-03-01,2016-03-01,2012,4
00-0026373,2016,0.885,2016-03-01,2017-03-01,2016,1
00-0035761,2021,0.761667,2020-03-01,2023-03-01,2020,3
00-0030678,1,0.510667,,0003-03-01,0,3
00-0031264,2020,0.91,2020-03-01,2021-03-01,2020,1
00-0033681,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0034184,2020,0.75,2020-03-01,2021-03-01,2020,1
00-0028103,2018,7.75,2015-03-01,2020-03-01,2015,5
00-0037844,2025,0.934253,2022-03-01,2026-03-01,2022,4
00-0033306,2019,0.136,2019-03-01,2020-03-01,2019,1
00-0031103,2017,0.69,2017-03-01,2018-03-01,2017,1
00-0034354,2023,1.08,2023-03-01,2024-03-01,2023,1
00-0033937,2020,0.793822,2017-03-01,2021-03-01,2017,4
00-0040011,2026,1.155859,2025-03-01,2029-03-01,2025,4
00-0036310,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0036469,2022,0.8825,2022-03-01,2024-03-01,2022,2
00-0033474,2022,0.895,2022-03-01,2023-03-01,2022,1
00-0027003,2013,1.927,2009-03-01,2014-03-01,2009,5
00-0035492,2021,0.7425,2021-03-01,2023-03-01,2021,2
00-0034203,2026,7.5,2024-03-01,2027-03-01,2024,3
00-0034431,2023,3.333333,2022-03-01,2025-03-01,2022,3
00-0023259,2007,0.313333,2005-03-01,2008-03-01,2005,3
00-0038038,2026,25.1,2025-03-01,2029-03-01,2025,4
00-0024284,2009,0.60125,2006-03-01,2010-03-01,2006,4
00-0023506,2009,0.9,2009-03-01,2010-03-01,2009,1
00-0030295,1,0.49775,,0003-03-01,0,3
00-0029764,2023,2.2,2023-03-01,2024-03-01,2023,1
00-0028263,2018,1.716667,2017-03-01,2020-03-01,2017,3
00-0037284,2025,0.96,2025-03-01,2026-03-01,2025,1
00-0036140,2020,0.763333,2020-03-01,2023-03-01,2020,3
00-0035249,2026,7.75,2025-03-01,2028-03-01,2025,3
00-0030691,2017,0.625,2017-03-01,2018-03-01,2017,1
00-0036382,2021,0.1656,2021-03-01,2022-03-01,2021,1
00-0032791,2022,3.333333,2022-03-01,2025-03-01,2022,3
00-0033911,2019,0.920253,2017-03-01,2021-03-01,2017,4
00-0028276,2012,0.39,2012-03-01,2013-03-01,2012,1
00-0037375,2023,0.858333,2022-03-01,2025-03-01,2022,3
00-0021998,2008,6.785714,2007-03-01,2014-03-01,2007,7
00-0036505,2021,0.912225,2021-03-01,2025-03-01,2021,4
00-0026226,2011,1.2,2011-03-01,2012-03-01,2011,1
00-0035660,2022,0.895,2022-03-01,2023-03-01,2022,1
00-0039379,2024,1.086352,2024-03-01,2028-03-01,2024,4
00-0023662,2016,2.0,2016-03-01,2017-03-01,2016,1
00-0022044,2013,8.957143,2010-03-01,2017-03-01,2010,7
00-0033883,2022,2.0,2022-03-01,2023-03-01,2022,1
00-0027187,2018,1.0,2015-03-01,2019-03-01,2015,4
00-0031158,2018,0.675,2018-03-01,2020-03-01,2018,2
00-0031572,2019,0.805,2019-03-01,2020-03-01,2019,1
00-0034540,2020,0.571833,2018-03-01,2021-03-01,2018,3
00-0036145,2021,0.764167,2020-03-01,2023-03-01,2020,3
00-0039292,2025,0.234,2025-03-01,2026-03-01,2025,1
00-0036977,2021,1.196796,2021-03-01,2025-03-01,2021,4
00-0028260,0,0.745,,0001-03-01,0,1
00-0031069,2017,0.606725,2014-03-01,2018-03-01,2014,4
00-0033298,2018,0.6,2018-03-01,2020-03-01,2018,2
00-0038404,2025,0.96,2025-03-01,2026-03-01,2025,1
00-0034155,2019,0.571,2018-03-01,2021-03-01,2018,3
00-0032167,2016,0.565,2016-03-01,2019-03-01,2016,3
00-0033201,2019,0.526,2018-03-01,2020-03-01,2018,2
00-0027495,2015,2.333333,2015-03-01,2018-03-01,2015,3
00-0031583,2017,0.631963,2015-03-01,2019-03-01,2015,4
00-0036850,2021,1.067037,2021-03-01,2025-03-01,2021,4
00-0037604,2024,0.8325,2023-03-01,2025-03-01,2023,2
00-0028020,2011,0.656517,2011-03-01,2015-03-01,2011,4
00-0029255,2024,10.0,2022-03-01,2027-03-01,2022,5
00-0031299,2016,1.237318,2014-03-01,2018-03-01,2014,4
00-0027826,2013,2.0,2012-03-01,2015-03-01,2012,3
00-0024324,2010,2.95,2010-03-01,2015-03-01,2010,5
00-0032203,2025,1.4225,2025-03-01,2026-03-01,2025,1
00-0034289,2018,0.572,2018-03-01,2021-03-01,2018,3
00-0020495,2011,9.145714,2007-03-01,2014-03-01,2007,7
00-0032209,2015,1.478444,2015-03-01,2019-03-01,2015,4
00-0034809,2021,0.85,2021-03-01,2022-03-01,2021,1
00-0040580,2028,1.568853,2025-03-01,2029-03-01,2025,4
00-0038392,2025,1.036959,2023-03-01,2027-03-01,2023,4
00-0035822,2021,0.1656,2021-03-01,2022-03-01,2021,1
00-0032655,2023,12.333333,2021-03-01,2024-03-01,2021,3
00-0035268,2020,0.718184,2019-03-01,2023-03-01,2019,4
00-0030559,2014,1.691751,2013-03-01,2017-03-01,2013,4
00-0028125,2012,0.555,2012-03-01,2015-03-01,2012,3
00-0021956,2003,0.420625,2003-03-01,2007-03-01,2003,4
00-0034407,2023,2.0,2022-03-01,2024-03-01,2022,2
00-0032753,2021,1.2125,2019-03-01,2023-03-01,2019,4
00-0030245,1,0.495,,0003-03-01,0,3
00-0031068,2016,0.608403,2014-03-01,2018-03-01,2014,4
00-0036616,2022,3.336537,2021-03-01,2025-03-01,2021,4
00-0040123,2025,7.978276,2025-03-01,2029-03-01,2025,4
00-0025426,2014,6.4,2011-03-01,2017-03-01,2011,6
00-0037312,2025,0.948003,2022-03-01,2026-03-01,2022,4
00-0034801,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0035529,2023,0.87,2023-03-01,2024-03-01,2023,1
00-0039664,2025,0.84,2025-03-01,2026-03-01,2025,1
00-0036968,2022,1.290821,2021-03-01,2025-03-01,2021,4
00-0035000,2024,0.985,2024-03-01,2025-03-01,2024,1
00-0020494,2005,1.463104,2001-03-01,2006-03-01,2001,5
00-0026998,2016,12.8435,2013-03-01,2018-03-01,2013,5
00-0032803,2024,1.3775,2024-03-01,2025-03-01,2024,1
00-0036646,2021,0.930038,2021-03-01,2025-03-01,2021,4
00-0032759,2018,3.200412,2016-03-01,2020-03-01,2016,4
00-0035101,2021,0.588333,2019-03-01,2022-03-01,2019,3
00-0033046,2018,0.675,2018-03-01,2020-03-01,2018,2
00-0032122,2016,0.45,2016-03-01,2017-03-01,2016,1
00-0034971,2021,1.069921,2019-03-01,2023-03-01,2019,4
00-0032052,2022,15.0,2020-03-01,2023-03-01,2020,3
00-0026069,2013,2.5,2012-03-01,2016-03-01,2012,4
00-0029312,2014,0.536474,2012-03-01,2016-03-01,2012,4
00-0038359,2024,0.8775,2024-03-01,2026-03-01,2024,2
00-0029559,2012,2.2007,2012-03-01,2016-03-01,2012,4
00-0032416,2016,0.648456,2016-03-01,2020-03-01,2016,4
00-0030294,2020,8.5,2017-03-01,2021-03-01,2017,4
00-0035275,2022,0.70765,2019-03-01,2023-03-01,2019,4
00-0030293,1,0.495,,0003-03-01,0,3
00-0031203,2023,3.9,2023-03-01,2027-03-01,2023,4
00-0034384,2025,16.0,2025-03-01,2028-03-01,2025,3
00-0022921,2009,9.239583,2004-03-01,2010-03-01,2004,6
00-0029890,2020,3.259,2020-03-01,2021-03-01,2020,1
00-0033268,2017,0.555833,2017-03-01,2020-03-01,2017,3
00-0027610,2015,0.745,2015-03-01,2016-03-01,2015,1
00-0029214,2015,0.63,2015-03-01,2017-03-01,2015,2
00-0039652,2026,0.9225,2025-03-01,2027-03-01,2025,2
00-0027061,2017,7.02,2013-03-01,2018-03-01,2013,5
00-0037598,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0033671,2017,0.555,2017-03-01,2020-03-01,2017,3
00-0030958,2017,0.495,2016-03-01,2018-03-01,2016,2
00-0034973,2023,23.5,2022-03-01,2026-03-01,2022,4
00-0036668,2023,0.7875,2022-03-01,2024-03-01,2022,2
00-0037257,2022,1.261226,2022-03-01,2026-03-01,2022,4
00-0034388,2020,0.615,2019-03-01,2021-03-01,2019,2
00-0026205,2011,1.2,2011-03-01,2012-03-01,2011,1
00-0036578,2025,0.8775,2024-03-01,2026-03-01,2024,2
00-0028253,0,0.95,,0002-03-01,0,2
00-0034203,2024,7.5,2024-03-01,2027-03-01,2024,3
00-0033527,2017,0.754723,2017-03-01,2021-03-01,2017,4
00-0036603,2027,19.25,2025-03-01,2028-03-01,2025,3
00-0040691,2027,4.244486,2025-03-01,2029-03-01,2025,4
00-0037009,2027,28.5,2025-03-01,2029-03-01,2025,4
00-0034745,2021,0.877997,2018-03-01,2022-03-01,2018,4
00-0029525,2013,0.691594,2012-03-01,2016-03-01,2012,4
00-0026248,2014,3.5,2013-03-01,2018-03-01,2013,5
00-0036435,2022,0.842875,2020-03-01,2024-03-01,2020,4
00-0035553,2021,0.585,2019-03-01,2022-03-01,2019,3
00-0020840,2002,0.302,2002-03-01,2005-03-01,2002,3
00-0023662,2005,0.35975,2005-03-01,2009-03-01,2005,4
00-0019538,2012,1.0,2012-03-01,2013-03-01,2012,1
00-0036962,2026,17.0,2025-03-01,2028-03-01,2025,3
00-0035355,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0029673,2013,0.748,2012-03-01,2016-03-01,2012,4
00-0023439,2008,3.547301,2005-03-01,2010-03-01,2005,5
00-0022247,2005,0.26875,2004-03-01,2006-03-01,2004,2
00-0036043,2022,0.895,2022-03-01,2023-03-01,2022,1
00-0036340,2021,0.78,2021-03-01,2022-03-01,2021,1
00-0034163,2024,1.2925,2024-03-01,2025-03-01,2024,1
00-0030401,2016,1.0751,2013-03-01,2017-03-01,2013,4
00-0035927,2025,1.1,2025-03-01,2026-03-01,2025,1
00-0031046,2017,0.89345,2014-03-01,2018-03-01,2014,4
00-0039289,2025,0.234,2025-03-01,2026-03-01,2025,1
00-0028045,2012,0.626065,2011-03-01,2015-03-01,2011,4
00-0033856,2024,7.0,2022-03-01,2025-03-01,2022,3
00-0031381,2026,28.0,2022-03-01,2027-03-01,2022,5
00-0027718,2014,3.75,2014-03-01,2017-03-01,2014,3
00-0038411,2024,0.980941,2023-03-01,2027-03-01,2023,4
00-0038095,2024,1.07922,2022-03-01,2026-03-01,2022,4
00-0038610,2023,1.004614,2023-03-01,2027-03-01,2023,4
00-0037369,2023,0.858333,2022-03-01,2025-03-01,2022,3
00-0033579,2023,5.0,2022-03-01,2025-03-01,2022,3
00-0035192,2024,1.2925,2024-03-01,2025-03-01,2024,1
00-0035241,2024,1.125,2024-03-01,2025-03-01,2024,1
00-0033726,2019,0.525,2018-03-01,2020-03-01,2018,2
00-0028140,2013,0.52967,2011-03-01,2015-03-01,2011,4
00-0033936,2025,0.315,2025-03-01,2026-03-01,2025,1
00-0033627,2018,0.527,2018-03-01,2020-03-01,2018,2
00-0037077,2023,1.0054,2022-03-01,2026-03-01,2022,4
00-0031702,2015,0.530667,2015-03-01,2018-03-01,2015,3
00-0032448,2020,6.25,2020-03-01,2022-03-01,2020,2
00-0022867,2013,3.0,2013-03-01,2016-03-01,2013,3
00-0034385,2023,3.0,2022-03-01,2024-03-01,2022,2
00-0032484,2017,0.1224,2017-03-01,2018-03-01,2017,1
00-0029963,2021,3.5,2020-03-01,2022-03-01,2020,2
00-0023509,2009,6.0,2008-03-01,2013-03-01,2008,5
00-0031255,2018,0.79,2018-03-01,2019-03-01,2018,1
00-0034268,2018,0.728089,2018-03-01,2022-03-01,2018,4
00-0039469,2026,0.95,2024-03-01,2027-03-01,2024,3
00-0034395,2020,0.675,2020-03-01,2021-03-01,2020,1
00-0035295,2021,0.66758,2019-03-01,2023-03-01,2019,4
00-0036285,2020,3.576437,2020-03-01,2024-03-01,2020,4
00-0035319,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0024262,2009,0.825,2006-03-01,2010-03-01,2006,4
00-0029107,2015,0.7175,2015-03-01,2017-03-01,2015,2
00-0035985,2021,0.765,2020-03-01,2023-03-01,2020,3
00-0035743,2021,0.585,2019-03-01,2022-03-01,2019,3
00-0035683,2019,3.31201,2019-03-01,2023-03-01,2019,4
00-0031594,2016,0.623691,2015-03-01,2019-03-01,2015,4
00-0030757,2020,2.5,2019-03-01,2021-03-01,2019,2
00-0032994,2018,0.546667,2016-03-01,2019-03-01,2016,3
00-0033374,2018,0.525,2018-03-01,2020-03-01,2018,2
00-0020442,2006,2.383333,2001-03-01,2007-03-01,2001,6
00-0036774,2022,0.8825,2022-03-01,2024-03-01,2022,2
00-0036361,2023,19.4,2023-03-01,2028-03-01,2023,5
00-0033553,2021,1.75,2021-03-01,2022-03-01,2021,1
00-0029709,2019,5.0,2019-03-01,2021-03-01,2019,2
00-0028076,2014,4.25,2014-03-01,2016-03-01,2014,2
00-0034949,2020,0.586667,2019-03-01,2022-03-01,2019,3
00-0031595,2023,1.3175,2023-03-01,2024-03-01,2023,1
00-0026968,2020,4.0,2018-03-01,2023-03-01,2018,5
00-0036369,2022,1.022946,2020-03-01,2024-03-01,2020,4
00-0031402,2024,18.425,2023-03-01,2025-03-01,2023,2
00-0039434,2026,1.025929,2024-03-01,2028-03-01,2024,4
00-0036411,2022,1.826796,2020-03-01,2024-03-01,2020,4
00-0029285,2019,15.0,2016-03-01,2021-03-01,2016,5
00-0035804,2021,0.66,2021-03-01,2022-03-01,2021,1
00-0029622,2015,0.51,2015-03-01,2016-03-01,2015,1
00-0021140,2008,6.571429,2002-03-01,2009-03-01,2002,7
00-0023648,2015,0.95,2015-03-01,2016-03-01,2015,1
00-0032166,2015,0.746254,2015-03-01,2019-03-01,2015,4
00-0036877,2024,1.044475,2021-03-01,2025-03-01,2021,4
00-0040155,2027,1.307091,2025-03-01,2029-03-01,2025,4
00-0038671,2024,0.795,2024-03-01,2025-03-01,2024,1
00-0029670,2015,3.616625,2012-03-01,2016-03-01,2012,4
00-0029822,2019,3.751333,2017-03-01,2020-03-01,2017,3
00-0024268,2016,2.625,2015-03-01,2017-03-01,2015,2
00-0039003,2025,1.433683,2023-03-01,2027-03-01,2023,4
00-0033275,2017,0.558333,2017-03-01,2020-03-01,2017,3
00-0038586,2025,1.043885,2023-03-01,2027-03-01,2023,4
00-0032800,2022,0.895,2022-03-01,2023-03-01,2022,1
00-0039392,2024,1.055917,2024-03-01,2028-03-01,2024,4
00-0031241,2020,6.666667,2020-03-01,2024-03-01,2020,4
00-0027109,2011,0.48375,2009-03-01,2013-03-01,2009,4
00-0036954,2021,2.037223,2021-03-01,2025-03-01,2021,4
00-0039167,2023,2.404587,2023-03-01,2027-03-01,2023,4
00-0026189,2016,8.0,2014-03-01,2017-03-01,2014,3
00-0033298,2022,0.9075,2021-03-01,2023-03-01,2021,2
00-0034982,2022,8.2,2022-03-01,2024-03-01,2022,2
00-0037094,2023,0.940272,2022-03-01,2026-03-01,2022,4
00-0032435,2019,0.72,2019-03-01,2020-03-01,2019,1
00-0027573,2013,0.555,2013-03-01,2014-03-01,2013,1
00-0034829,2024,2.5,2024-03-01,2025-03-01,2024,1
00-0037246,2022,2.238609,2022-03-01,2026-03-01,2022,4
00-0031241,2021,6.666667,2020-03-01,2024-03-01,2020,4
00-0033449,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0028166,2014,0.525,2013-03-01,2015-03-01,2013,2
00-0026561,2013,1.833333,2013-03-01,2016-03-01,2013,3
00-0036386,2021,8.086397,2020-03-01,2024-03-01,2020,4
00-0035481,2019,0.586667,2019-03-01,2022-03-01,2019,3
00-0022539,2007,1.85,2007-03-01,2008-03-01,2007,1
00-0025447,2011,1.8,2011-03-01,2012-03-01,2011,1
00-0025484,2015,1.05,2015-03-01,2016-03-01,2015,1
00-0037573,2022,0.855,2022-03-01,2025-03-01,2022,3
00-0022726,2008,2.368333,2008-03-01,2011-03-01,2008,3
00-0026236,2010,0.579088,2008-03-01,2012-03-01,2008,4
00-0023639,2008,0.927,2008-03-01,2009-03-01,2008,1
00-0039834,2026,1.399078,2024-03-01,2028-03-01,2024,4
00-0034347,2021,1.737539,2018-03-01,2022-03-01,2018,4
00-0038669,2025,0.898667,2023-03-01,2026-03-01,2023,3
00-0027985,2015,4.65,2015-03-01,2019-03-01,2015,4
00-0033631,2023,1.08,2023-03-01,2024-03-01,2023,1
00-0027053,2012,3.65,2012-03-01,2016-03-01,2012,4
00-0033266,2018,0.556,2017-03-01,2020-03-01,2017,3
00-0031080,2016,0.580788,2014-03-01,2018-03-01,2014,4
00-0035934,2024,0.985,2024-03-01,2025-03-01,2024,1
00-0030140,2016,1.56,2016-03-01,2021-03-01,2016,5
00-0036299,2023,0.87,2023-03-01,2024-03-01,2023,1
00-0031176,2014,0.630121,2014-03-01,2018-03-01,2014,4
00-0030542,2014,0.724243,2013-03-01,2017-03-01,2013,4
00-0036565,2024,0.795,2024-03-01,2025-03-01,2024,1
00-0035327,2020,0.587333,2019-03-01,2022-03-01,2019,3
00-0032957,2017,0.1224,2017-03-01,2018-03-01,2017,1
00-0033956,2019,0.663426,2017-03-01,2021-03-01,2017,4
00-0035282,2019,0.699655,2019-03-01,2023-03-01,2019,4
00-0034857,2029,55.0,2025-03-01,2031-03-01,2025,6
00-0027977,2017,0.775,2017-03-01,2018-03-01,2017,1
00-0031950,2017,0.618313,2015-03-01,2019-03-01,2015,4
00-0026275,2019,6.75,2018-03-01,2020-03-01,2018,2
00-0036298,2025,5.0,2025-03-01,2027-03-01,2025,2
00-0030088,2016,0.585413,2013-03-01,2017-03-01,2013,4
00-0032520,2016,0.54,2016-03-01,2019-03-01,2016,3
00-0027842,2016,0.76,2016-03-01,2017-03-01,2016,1
00-0033793,2025,1.255,2025-03-01,2026-03-01,2025,1
00-0035628,2025,1.17,2025-03-01,2026-03-01,2025,1
00-0034575,2020,0.571667,2018-03-01,2021-03-01,2018,3
00-0039480,2025,0.944,2024-03-01,2027-03-01,2024,3
00-0033862,2019,0.622292,2017-03-01,2021-03-01,2017,4
00-0022805,2014,5.0,2014-03-01,2016-03-01,2014,2
00-0033857,2017,1.048945,2017-03-01,2021-03-01,2017,4
00-0036398,2021,0.199733,2021-03-01,2022-03-01,2021,1
00-0037833,2024,0.9275,2023-03-01,2025-03-01,2023,2
00-0040720,2026,4.518294,2025-03-01,2029-03-01,2025,4
00-0031427,2014,0.51,2014-03-01,2017-03-01,2014,3
00-0028985,2015,0.435,2015-03-01,2016-03-01,2015,1
00-0031545,2021,0.99,2021-03-01,2022-03-01,2021,1
00-0037749,2023,0.853333,2022-03-01,2025-03-01,2022,3
00-0036183,2024,0.985,2024-03-01,2025-03-01,2024,1
00-0032552,2017,0.495,2016-03-01,2018-03-01,2016,2
00-0040629,2025,0.989,2025-03-01,2028-03-01,2025,3
00-0030694,2015,0.513,2014-03-01,2017-03-01,2014,3
00-0035764,2023,0.94,2023-03-01,2024-03-01,2023,1
00-0029306,2014,0.5439,2012-03-01,2016-03-01,2012,4
00-0040429,2027,0.993333,2025-03-01,2028-03-01,2025,3
00-0026564,2010,0.395333,2009-03-01,2012-03-01,2009,3
00-0031960,2017,0.465,2017-03-01,2018-03-01,2017,1
00-0027863,2011,3.85,2010-03-01,2015-03-01,2010,5
00-0035900,2023,0.94,2023-03-01,2024-03-01,2023,1
00-0033641,2020,0.54,2019-03-01,2021-03-01,2019,2
00-0032145,2017,2.357267,2015-03-01,2019-03-01,2015,4
00-0029239,2023,2.505,2022-03-01,2024-03-01,2022,2
00-0032750,2020,0.675,2020-03-01,2021-03-01,2020,1
00-0037813,2022,1.261226,2022-03-01,2026-03-01,2022,4
00-0035323,2022,0.825,2022-03-01,2023-03-01,2022,1
00-0033784,2024,1.5,2024-03-01,2025-03-01,2024,1
00-0034348,2023,15.0,2021-03-01,2025-03-01,2021,4
00-0035551,2021,0.78,2021-03-01,2022-03-01,2021,1
00-0032102,2016,1.93293,2015-03-01,2019-03-01,2015,4
00-0026957,2010,0.421067,2009-03-01,2012-03-01,2009,3
00-0037080,2023,0.995243,2022-03-01,2026-03-01,2022,4
00-0036654,2022,0.910286,2021-03-01,2025-03-01,2021,4
00-0033037,2018,0.815,2018-03-01,2020-03-01,2018,2
00-0034385,2021,0.690988,2018-03-01,2022-03-01,2018,4
00-0037529,2022,0.856667,2022-03-01,2025-03-01,2022,3
00-0031184,2017,0.51,2017-03-01,2019-03-01,2017,2
00-0027984,2018,7.3,2015-03-01,2020-03-01,2015,5
00-0036187,2022,0.768333,2020-03-01,2023-03-01,2020,3
00-0032571,2016,0.495,2016-03-01,2018-03-01,2016,2
00-0033085,2020,0.75,2020-03-01,2021-03-01,2020,1
00-0035946,2024,0.985,2024-03-01,2025-03-01,2024,1
00-0039157,2023,1.871368,2023-03-01,2027-03-01,2023,4
00-0036897,2024,0.902676,2021-03-01,2025-03-01,2021,4
00-0027688,2017,3.0,2016-03-01,2019-03-01,2016,3
00-0035699,2025,13.0,2023-03-01,2027-03-01,2023,4
00-0029530,2023,2.0,2021-03-01,2024-03-01,2021,3
00-0036695,2024,1.055,2024-03-01,2025-03-01,2024,1
00-0034603,2019,0.575,2018-03-01,2021-03-01,2018,3
00-0040162,2025,1.282641,2025-03-01,2029-03-01,2025,4
00-0039409,2026,1.039597,2024-03-01,2028-03-01,2024,4
00-0032954,2016,0.800216,2016-03-01,2020-03-01,2016,4
00-0034159,2018,0.777567,2018-03-01,2022-03-01,2018,4
00-0031608,2018,0.598838,2015-03-01,2019-03-01,2015,4
00-0026317,0,0.7225,,0002-03-01,0,2
00-0035294,2021,0.85,2021-03-01,2022-03-01,2021,1
00-0033234,2019,0.615,2019-03-01,2021-03-01,2019,2
00-0032399,2019,0.729641,2016-03-01,2020-03-01,2016,4
00-0036195,2025,1.57,2025-03-01,2026-03-01,2025,1
00-0031363,2023,1.08,2023-03-01,2024-03-01,2023,1
00-0036892,2021,3.597891,2021-03-01,2025-03-01,2021,4
00-0033359,2022,1.035,2022-03-01,2023-03-01,2022,1
00-0027676,2020,4.783333,2018-03-01,2021-03-01,2018,3
00-0030161,2017,1.8,2017-03-01,2018-03-01,2017,1
00-0039358,2025,1.196224,2024-03-01,2028-03-01,2024,4
00-0037153,2022,0.856667,2022-03-01,2025-03-01,2022,3
00-0036515,2022,0.7875,2022-03-01,2024-03-01,2022,2
00-0029688,2014,3.493201,2012-03-01,2017-03-01,2012,5
00-0027885,2010,1.040125,2010-03-01,2014-03-01,2010,4
00-0037193,2025,1.461786,2022-03-01,2026-03-01,2022,4
00-0032381,2018,2.741745,2016-03-01,2020-03-01,2016,4
00-0027076,2009,0.575613,2009-03-01,2013-03-01,2009,4
00-0022019,2007,3.9,2006-03-01,2011-03-01,2006,5
00-0031267,2017,0.583947,2014-03-01,2018-03-01,2014,4
00-0032132,2019,2.0,2019-03-01,2020-03-01,2019,1
00-0034611,2019,0.4875,2019-03-01,2021-03-01,2019,2
00-0036261,2020,3.132838,2020-03-01,2024-03-01,2020,4
00-0033885,2018,2.381336,2017-03-01,2021-03-01,2017,4
00-0028018,2012,0.659719,2011-03-01,2015-03-01,2011,4
00-0036936,2025,2.0,2025-03-01,2026-03-01,2025,1
00-0024219,2014,10.0,2010-03-01,2016-03-01,2010,6
00-0038930,2023,0.9,2023-03-01,2026-03-01,2023,3
00-0033317,2020,0.76,2020-03-01,2021-03-01,2020,1
00-0039859,2025,1.210599,2024-03-01,2028-03-01,2024,4
00-0040735,2027,2.741009,2025-03-01,2029-03-01,2025,4
00-0033457,2019,0.555,2017-03-01,2020-03-01,2017,3
00-0034955,2019,0.588333,2019-03-01,2022-03-01,2019,3
00-0029649,2,0.495,,0003-03-01,0,3
00-0037582,2023,0.75,2023-03-01,2024-03-01,2023,1
00-0032379,2021,1.2,2021-03-01,2022-03-01,2021,1
00-0036147,2021,0.66,2021-03-01,2022-03-01,2021,1
00-0030669,2020,3.0,2020-03-01,2021-03-01,2020,1
00-0034402,2019,0.661313,2018-03-01,2022-03-01,2018,4
